0.28153, 0.00000, 0.00000, 0.95955
0.03062, 0.95386, -0.27986, 0.10438
0.26244, -0.34736, 0.10192, 0.89447
0.16568, 0.77580, -0.22762, 0.56469
0.17732, -0.74530, 0.21867, 0.60437
0.25671, 0.39400, -0.11560, 0.87493
-0.04596, 0.94668, -0.27776, -0.15666
0.28024, -0.09187, 0.02695, 0.95514
0.09798, 0.89956, -0.26393, 0.33395
0.23007, -0.55302, 0.16225, 0.78416
0.18833, 0.71323, -0.20926, 0.64191
0.15381, -0.80369, 0.23580, 0.52424
0.26737, 0.30052, -0.08817, 0.91128
-0.01658, 0.95789, -0.28104, -0.05652
0.27592, -0.19071, 0.05595, 0.94041
0.12501, 0.85978, -0.25226, 0.42606
0.21179, -0.63219, 0.18548, 0.72185
0.23356, 0.53575, -0.15719, 0.79606
-0.09214, 0.90671, -0.26603, -0.31403
0.28078, 0.07034, -0.02064, 0.95697
0.05209, 0.94299, -0.27667, 0.17753
0.25404, -0.41358, 0.12134, 0.86585
0.18243, 0.73085, -0.21443, 0.62177
0.16012, -0.78924, 0.23156, 0.54575
0.26486, 0.32530, -0.09544, 0.90273
-0.02418, 0.95601, -0.28049, -0.08241
0.27735, -0.16488, 0.04838, 0.94528
0.11822, 0.87086, -0.25551, 0.40292
0.21679, -0.61220, 0.17962, 0.73889
0.22928, 0.55681, -0.16337, 0.78147
-0.09890, 0.89839, -0.26359, -0.33709
0.28014, 0.09544, -0.02800, 0.95479
0.04484, 0.94730, -0.27794, 0.15284
0.25709, -0.39104, 0.11473, 0.87626
0.17687, 0.74656, -0.21904, 0.60282
0.16619, -0.77454, 0.22725, 0.56642
0.26219, 0.34953, -0.10255, 0.89363
-0.03172, 0.95344, -0.27974, -0.10812
0.27851, -0.14032, 0.04117, 0.94924
0.11069, 0.88227, -0.25886, 0.37727
0.22138, -0.59280, 0.17393, 0.75454
0.22489, 0.57724, -0.16936, 0.76650
-0.10595, 0.88901, -0.26084, -0.36111
0.27927, 0.12142, -0.03562, 0.95184
0.03731, 0.95109, -0.27905, 0.12715
0.26011, -0.36716, 0.10773, 0.88653
0.16909, 0.76721, -0.22510, 0.57631
0.17414, -0.75397, 0.22121, 0.59352
0.25862, 0.37918, -0.11125, 0.88145
-0.08025, 0.91974, -0.26985, -0.27351
